Student_ID,Subject_Knowledge,Concept_Clarity,Presentation_Usage,Assignment_Difficulty,Doubt_Solving,Course_Structure,Student_Support,Recommendation,Event_Name,Event_Type,Department,Avg_Score,Comments,Sentiment_Score,Sentiment_Label
691,7,7,8,8,5,4,8,2,Cultural Fest,Cultural,EEE,6.125,I loved how doubts were cleared instantly.,0.4767,Positive
269,9,10,6,10,10,1,9,10,Webinar on Careers,Seminar,EEE,8.125,Assignments were too difficult for our level.,-0.3612,Negative
566,8,10,6,10,7,6,6,1,Python Bootcamp,Cultural,EEE,6.75,Excellent structure and support by the instructor.,0.7506,Positive
985,5,5,4,8,7,6,7,3,Tech Talk,Workshop,CSE,5.625,The session was amazing and very informative.,0.5859,Positive
437,7,2,6,7,5,8,1,8,Tech Talk,Seminar,MECH,5.5,The presentation was poor and hard to follow.,-0.5423,Negative
200,8,4,8,6,8,4,7,1,Tech Talk,Workshop,MECH,5.75,I loved how doubts were cleared instantly.,0.4767,Positive
291,10,3,7,8,2,10,3,3,AI Workshop,Cultural,CSE,5.75,Assignments were too difficult for our level.,-0.3612,Negative
612,8,9,8,7,1,2,8,4,Webinar on Careers,Workshop,CIVIL,5.875,Excellent structure and support by the instructor.,0.7506,Positive
448,6,7,7,9,2,9,2,5,Tech Talk,Cultural,EEE,5.875,The session was amazing and very informative.,0.5859,Positive
439,6,8,7,7,7,4,5,4,Tech Talk,Seminar,CSE,6.0,The presentation was poor and hard to follow.,-0.5423,Negative
573,5,5,5,8,8,9,8,2,AI Workshop,Cultural,ECE,6.25,I loved how doubts were cleared instantly.,0.4767,Positive
7,5,8,5,6,2,10,4,8,Cultural Fest,Seminar,ECE,6.0,Assignments were too difficult for our level.,-0.3612,Negative
725,5,10,8,4,3,5,1,6,Python Bootcamp,Workshop,ECE,5.25,Excellent structure and support by the instructor.,0.7506,Positive
50,9,8,6,7,1,6,7,4,Cultural Fest,Seminar,MECH,6.0,The session was amazing and very informative.,0.5859,Positive
423,7,9,5,10,10,7,7,3,AI Workshop,Seminar,ECE,7.25,The presentation was poor and hard to follow.,-0.5423,Negative
140,7,10,6,8,6,10,9,6,Webinar on Careers,Seminar,EEE,7.75,I loved how doubts were cleared instantly.,0.4767,Positive
135,8,9,7,3,6,10,2,9,Webinar on Careers,Seminar,CIVIL,6.75,Assignments were too difficult for our level.,-0.3612,Negative
786,5,4,7,5,5,6,7,1,Tech Talk,Workshop,EEE,5.0,Excellent structure and support by the instructor.,0.7506,Positive
601,8,9,4,5,4,3,1,10,Tech Talk,Seminar,EEE,5.5,The session was amazing and very informative.,0.5859,Positive
493,9,4,4,9,4,3,6,7,Python Bootcamp,Workshop,ECE,5.75,The presentation was poor and hard to follow.,-0.5423,Negative
553,7,2,4,7,3,5,1,3,AI Workshop,Cultural,CIVIL,4.0,I loved how doubts were cleared instantly.,0.4767,Positive
27,7,3,5,5,5,1,8,6,AI Workshop,Cultural,EEE,5.0,Assignments were too difficult for our level.,-0.3612,Negative
257,8,5,6,4,4,1,5,4,Cultural Fest,Seminar,CIVIL,4.625,Excellent structure and support by the instructor.,0.7506,Positive
225,10,4,5,9,3,6,9,4,Tech Talk,Seminar,MECH,6.25,The session was amazing and very informative.,0.5859,Positive
788,6,5,6,3,10,4,3,8,AI Workshop,Workshop,ECE,5.625,The presentation was poor and hard to follow.,-0.5423,Negative
37,8,9,5,3,4,3,5,2,Cultural Fest,Cultural,EEE,4.875,I loved how doubts were cleared instantly.,0.4767,Positive
170,5,10,7,2,8,5,9,5,Cultural Fest,Workshop,MECH,6.375,Assignments were too difficult for our level.,-0.3612,Negative
528,9,2,5,2,6,5,1,6,Python Bootcamp,Seminar,MECH,4.5,Excellent structure and support by the instructor.,0.7506,Positive
600,7,8,6,10,6,7,7,6,AI Workshop,Seminar,ECE,7.125,The session was amazing and very informative.,0.5859,Positive
655,7,8,5,4,1,6,6,8,AI Workshop,Cultural,EEE,5.625,The presentation was poor and hard to follow.,-0.5423,Negative
74,8,8,6,1,2,5,2,6,Webinar on Careers,Workshop,ECE,4.75,I loved how doubts were cleared instantly.,0.4767,Positive
505,9,6,8,5,8,4,7,6,Cultural Fest,Cultural,MECH,6.625,Assignments were too difficult for our level.,-0.3612,Negative
377,5,5,7,3,9,6,1,4,Webinar on Careers,Cultural,ECE,5.0,Excellent structure and support by the instructor.,0.7506,Positive
808,8,6,4,5,1,8,8,3,Webinar on Careers,Seminar,ECE,5.375,The session was amazing and very informative.,0.5859,Positive
366,9,9,8,2,1,10,5,2,Python Bootcamp,Cultural,EEE,5.75,The presentation was poor and hard to follow.,-0.5423,Negative
238,8,7,5,10,10,9,7,10,AI Workshop,Workshop,MECH,8.25,I loved how doubts were cleared instantly.,0.4767,Positive
255,9,10,7,10,3,2,7,8,Cultural Fest,Workshop,CSE,7.0,Assignments were too difficult for our level.,-0.3612,Negative
123,10,2,4,5,9,8,3,5,AI Workshop,Cultural,EEE,5.75,Excellent structure and support by the instructor.,0.7506,Positive
663,6,2,8,2,5,7,5,7,Cultural Fest,Workshop,MECH,5.25,The session was amazing and very informative.,0.5859,Positive
876,6,7,4,4,9,2,5,9,Tech Talk,Seminar,MECH,5.75,The presentation was poor and hard to follow.,-0.5423,Negative
690,5,10,8,4,2,7,9,6,Cultural Fest,Seminar,ECE,6.375,I loved how doubts were cleared instantly.,0.4767,Positive
309,5,8,4,9,2,1,4,5,Python Bootcamp,Cultural,EEE,4.75,Assignments were too difficult for our level.,-0.3612,Negative
693,7,9,8,1,5,10,3,7,AI Workshop,Seminar,MECH,6.25,Excellent structure and support by the instructor.,0.7506,Positive
226,7,6,8,8,8,5,8,8,Python Bootcamp,Cultural,CSE,7.25,The session was amazing and very informative.,0.5859,Positive
951,10,10,7,10,5,9,7,1,Cultural Fest,Cultural,EEE,7.375,The presentation was poor and hard to follow.,-0.5423,Negative
260,9,3,7,4,7,2,8,3,AI Workshop,Cultural,CSE,5.375,I loved how doubts were cleared instantly.,0.4767,Positive
243,9,8,8,8,4,10,8,9,Tech Talk,Workshop,CSE,8.0,Assignments were too difficult for our level.,-0.3612,Negative
222,5,4,4,2,7,9,5,3,AI Workshop,Cultural,CSE,4.875,Excellent structure and support by the instructor.,0.7506,Positive
314,5,10,6,8,6,6,10,4,Cultural Fest,Cultural,MECH,6.875,The session was amazing and very informative.,0.5859,Positive
229,7,6,8,2,2,10,8,8,AI Workshop,Seminar,CSE,6.375,The presentation was poor and hard to follow.,-0.5423,Negative
85,5,6,8,9,3,4,4,4,Tech Talk,Workshop,CIVIL,5.375,I loved how doubts were cleared instantly.,0.4767,Positive
76,8,9,8,6,3,10,7,2,Cultural Fest,Cultural,CSE,6.625,Assignments were too difficult for our level.,-0.3612,Negative
887,6,9,5,8,9,7,6,2,Python Bootcamp,Seminar,CSE,6.5,Excellent structure and support by the instructor.,0.7506,Positive
582,8,4,7,8,1,5,9,3,Cultural Fest,Seminar,MECH,5.625,The session was amazing and very informative.,0.5859,Positive
674,8,5,6,8,7,10,2,7,AI Workshop,Cultural,MECH,6.625,The presentation was poor and hard to follow.,-0.5423,Negative
986,7,2,6,2,4,7,10,7,Python Bootcamp,Cultural,MECH,5.625,I loved how doubts were cleared instantly.,0.4767,Positive
511,8,4,4,5,2,10,10,6,Tech Talk,Seminar,CIVIL,6.125,Assignments were too difficult for our level.,-0.3612,Negative
879,6,10,5,10,9,5,5,4,Webinar on Careers,Workshop,MECH,6.75,Excellent structure and support by the instructor.,0.7506,Positive
401,8,10,7,2,8,10,8,9,Cultural Fest,Cultural,MECH,7.75,The session was amazing and very informative.,0.5859,Positive
514,6,6,7,10,7,7,6,3,Tech Talk,Cultural,CIVIL,6.5,The presentation was poor and hard to follow.,-0.5423,Negative
750,10,3,8,1,5,1,3,5,Python Bootcamp,Cultural,EEE,4.5,I loved how doubts were cleared instantly.,0.4767,Positive
156,7,4,7,9,10,8,5,8,AI Workshop,Cultural,MECH,7.25,Assignments were too difficult for our level.,-0.3612,Negative
775,5,6,7,2,5,4,1,4,Webinar on Careers,Seminar,ECE,4.25,Excellent structure and support by the instructor.,0.7506,Positive
329,9,8,8,5,3,3,10,8,Cultural Fest,Seminar,CSE,6.75,The session was amazing and very informative.,0.5859,Positive
467,8,10,5,7,7,1,3,6,Python Bootcamp,Seminar,CIVIL,5.875,The presentation was poor and hard to follow.,-0.5423,Negative
178,7,7,4,7,1,2,1,2,Webinar on Careers,Cultural,MECH,3.875,I loved how doubts were cleared instantly.,0.4767,Positive
549,5,3,7,6,8,8,5,5,Webinar on Careers,Cultural,CIVIL,5.875,Assignments were too difficult for our level.,-0.3612,Negative
453,8,4,4,4,2,8,1,4,Python Bootcamp,Workshop,ECE,4.375,Excellent structure and support by the instructor.,0.7506,Positive
307,6,9,5,1,6,5,3,5,AI Workshop,Seminar,MECH,5.0,The session was amazing and very informative.,0.5859,Positive
472,6,8,7,7,9,9,2,3,Tech Talk,Cultural,MECH,6.375,The presentation was poor and hard to follow.,-0.5423,Negative
392,7,7,4,9,7,10,8,4,Webinar on Careers,Seminar,ECE,7.0,I loved how doubts were cleared instantly.,0.4767,Positive
65,6,4,4,6,3,10,8,3,Python Bootcamp,Cultural,CIVIL,5.5,Assignments were too difficult for our level.,-0.3612,Negative
575,9,4,7,7,1,1,5,1,AI Workshop,Seminar,CIVIL,4.375,Excellent structure and support by the instructor.,0.7506,Positive
855,8,3,6,4,1,1,9,7,AI Workshop,Seminar,EEE,4.875,The session was amazing and very informative.,0.5859,Positive
791,5,9,4,4,1,4,10,9,Cultural Fest,Workshop,ECE,5.75,The presentation was poor and hard to follow.,-0.5423,Negative
391,5,3,7,6,7,6,9,4,Tech Talk,Seminar,CSE,5.875,I loved how doubts were cleared instantly.,0.4767,Positive
973,6,3,4,6,4,6,6,9,AI Workshop,Seminar,EEE,5.5,Assignments were too difficult for our level.,-0.3612,Negative
828,8,3,5,2,9,5,6,3,Tech Talk,Cultural,MECH,5.125,Excellent structure and support by the instructor.,0.7506,Positive
247,6,9,6,5,2,2,3,7,Tech Talk,Workshop,EEE,5.0,The session was amazing and very informative.,0.5859,Positive
412,9,2,5,8,7,2,10,4,Webinar on Careers,Cultural,CIVIL,5.875,The presentation was poor and hard to follow.,-0.5423,Negative
67,7,9,4,3,9,1,1,2,AI Workshop,Workshop,EEE,4.5,I loved how doubts were cleared instantly.,0.4767,Positive
289,5,2,5,8,9,2,7,2,Python Bootcamp,Workshop,ECE,5.0,Assignments were too difficult for our level.,-0.3612,Negative
399,10,6,4,8,6,5,10,4,AI Workshop,Workshop,EEE,6.625,Excellent structure and support by the instructor.,0.7506,Positive
138,8,5,8,8,10,4,2,6,Cultural Fest,Workshop,CSE,6.375,The session was amazing and very informative.,0.5859,Positive
537,10,6,4,9,9,5,7,5,Tech Talk,Seminar,CSE,6.875,The presentation was poor and hard to follow.,-0.5423,Negative
265,5,9,7,6,5,6,5,3,Cultural Fest,Seminar,EEE,5.75,I loved how doubts were cleared instantly.,0.4767,Positive
724,5,2,6,1,7,3,3,1,Cultural Fest,Cultural,MECH,3.5,Assignments were too difficult for our level.,-0.3612,Negative
653,5,6,5,6,6,3,9,2,Python Bootcamp,Workshop,CSE,5.25,Excellent structure and support by the instructor.,0.7506,Positive
318,6,8,5,10,6,7,10,8,AI Workshop,Cultural,EEE,7.5,The session was amazing and very informative.,0.5859,Positive
232,6,8,5,5,1,1,7,8,Cultural Fest,Workshop,ECE,5.125,The presentation was poor and hard to follow.,-0.5423,Negative
21,9,7,5,3,6,6,1,6,Webinar on Careers,Seminar,EEE,5.375,I loved how doubts were cleared instantly.,0.4767,Positive
998,9,7,5,1,2,2,1,10,Cultural Fest,Seminar,CIVIL,4.625,Assignments were too difficult for our level.,-0.3612,Negative
694,9,8,8,10,7,7,7,2,AI Workshop,Cultural,ECE,7.25,Excellent structure and support by the instructor.,0.7506,Positive
927,6,2,6,2,10,3,6,4,Cultural Fest,Seminar,CIVIL,4.875,The session was amazing and very informative.,0.5859,Positive
348,7,9,5,6,5,5,8,6,Cultural Fest,Seminar,EEE,6.375,The presentation was poor and hard to follow.,-0.5423,Negative
968,6,7,6,3,8,1,9,3,Webinar on Careers,Cultural,CSE,5.375,I loved how doubts were cleared instantly.,0.4767,Positive
992,10,6,4,3,8,6,10,3,Cultural Fest,Cultural,MECH,6.25,Assignments were too difficult for our level.,-0.3612,Negative
764,9,3,7,6,3,8,10,2,Webinar on Careers,Cultural,ECE,6.0,Excellent structure and support by the instructor.,0.7506,Positive
587,5,4,8,2,2,2,4,10,Tech Talk,Seminar,ECE,4.625,The session was amazing and very informative.,0.5859,Positive
944,10,8,6,8,8,7,9,6,Python Bootcamp,Cultural,ECE,7.75,The presentation was poor and hard to follow.,-0.5423,Negative
239,5,10,4,3,2,7,4,4,Tech Talk,Seminar,ECE,4.875,I loved how doubts were cleared instantly.,0.4767,Positive
886,7,7,5,5,10,1,9,9,Webinar on Careers,Seminar,ECE,6.625,Assignments were too difficult for our level.,-0.3612,Negative
23,9,7,4,2,1,2,9,3,Python Bootcamp,Seminar,EEE,4.625,Excellent structure and support by the instructor.,0.7506,Positive
458,6,2,4,6,6,10,4,1,AI Workshop,Cultural,MECH,4.875,The session was amazing and very informative.,0.5859,Positive
822,6,2,7,1,5,4,1,10,Cultural Fest,Cultural,MECH,4.5,The presentation was poor and hard to follow.,-0.5423,Negative
413,7,10,4,2,3,1,10,1,Tech Talk,Workshop,EEE,4.75,I loved how doubts were cleared instantly.,0.4767,Positive
563,7,4,8,8,7,3,3,10,Python Bootcamp,Seminar,MECH,6.25,Assignments were too difficult for our level.,-0.3612,Negative
331,8,8,7,5,10,4,7,5,Tech Talk,Cultural,MECH,6.75,Excellent structure and support by the instructor.,0.7506,Positive
434,7,7,7,6,1,8,9,6,Tech Talk,Workshop,MECH,6.375,The session was amazing and very informative.,0.5859,Positive
456,10,4,8,6,5,1,10,1,Webinar on Careers,Workshop,ECE,5.625,The presentation was poor and hard to follow.,-0.5423,Negative
430,9,6,4,9,8,6,4,3,AI Workshop,Cultural,MECH,6.125,I loved how doubts were cleared instantly.,0.4767,Positive
896,6,8,7,5,4,4,5,5,Webinar on Careers,Cultural,ECE,5.5,Assignments were too difficult for our level.,-0.3612,Negative
451,9,3,6,10,7,8,9,10,AI Workshop,Cultural,EEE,7.75,Excellent structure and support by the instructor.,0.7506,Positive
477,5,2,5,6,10,6,10,8,AI Workshop,Seminar,CSE,6.5,The session was amazing and very informative.,0.5859,Positive
9,7,5,4,5,1,3,5,6,AI Workshop,Seminar,CIVIL,4.5,The presentation was poor and hard to follow.,-0.5423,Negative
325,7,5,7,6,1,5,8,6,Tech Talk,Seminar,ECE,5.625,I loved how doubts were cleared instantly.,0.4767,Positive
812,9,5,4,4,2,4,2,6,Webinar on Careers,Workshop,EEE,4.5,Assignments were too difficult for our level.,-0.3612,Negative
727,7,2,6,4,2,10,9,5,Tech Talk,Seminar,ECE,5.625,Excellent structure and support by the instructor.,0.7506,Positive
928,6,7,6,9,4,8,5,8,Python Bootcamp,Cultural,MECH,6.625,The session was amazing and very informative.,0.5859,Positive
134,9,9,7,4,7,10,8,3,AI Workshop,Cultural,MECH,7.125,The presentation was poor and hard to follow.,-0.5423,Negative
819,6,7,8,8,9,10,2,2,Python Bootcamp,Workshop,EEE,6.5,I loved how doubts were cleared instantly.,0.4767,Positive
230,7,2,8,2,6,1,9,2,Cultural Fest,Seminar,EEE,4.625,Assignments were too difficult for our level.,-0.3612,Negative
520,9,3,5,6,7,10,10,3,Cultural Fest,Seminar,MECH,6.625,Excellent structure and support by the instructor.,0.7506,Positive
326,7,10,8,8,6,4,9,7,Webinar on Careers,Seminar,MECH,7.375,The session was amazing and very informative.,0.5859,Positive
142,6,8,4,10,8,5,8,6,Cultural Fest,Cultural,CIVIL,6.875,The presentation was poor and hard to follow.,-0.5423,Negative
491,5,4,8,6,1,3,4,4,AI Workshop,Seminar,ECE,4.375,I loved how doubts were cleared instantly.,0.4767,Positive
379,7,5,6,2,9,7,3,10,Python Bootcamp,Workshop,EEE,6.125,Assignments were too difficult for our level.,-0.3612,Negative
465,5,2,8,8,6,8,2,4,Tech Talk,Cultural,CIVIL,5.375,Excellent structure and support by the instructor.,0.7506,Positive
756,6,7,7,3,2,6,9,7,Python Bootcamp,Workshop,CSE,5.875,The session was amazing and very informative.,0.5859,Positive
347,6,8,7,3,5,1,2,8,Cultural Fest,Seminar,EEE,5.0,The presentation was poor and hard to follow.,-0.5423,Negative
237,10,4,5,8,7,8,2,8,Webinar on Careers,Workshop,MECH,6.5,I loved how doubts were cleared instantly.,0.4767,Positive
642,5,7,6,8,9,6,6,7,Webinar on Careers,Cultural,MECH,6.75,Assignments were too difficult for our level.,-0.3612,Negative
506,9,7,4,1,5,7,5,1,Tech Talk,Seminar,ECE,4.875,Excellent structure and support by the instructor.,0.7506,Positive
646,7,8,5,4,7,8,8,8,AI Workshop,Cultural,CIVIL,6.875,The session was amazing and very informative.,0.5859,Positive
382,10,10,7,5,2,3,6,3,Python Bootcamp,Seminar,ECE,5.75,The presentation was poor and hard to follow.,-0.5423,Negative
256,6,7,4,5,9,8,6,5,Webinar on Careers,Seminar,CIVIL,6.25,I loved how doubts were cleared instantly.,0.4767,Positive
327,8,8,5,10,2,1,10,5,Tech Talk,Workshop,MECH,6.125,Assignments were too difficult for our level.,-0.3612,Negative
624,7,3,7,10,2,1,8,8,Tech Talk,Cultural,ECE,5.75,Excellent structure and support by the instructor.,0.7506,Positive
155,8,8,8,10,3,9,7,3,Cultural Fest,Cultural,ECE,7.0,The session was amazing and very informative.,0.5859,Positive
578,8,10,7,4,5,8,7,6,Tech Talk,Workshop,CSE,6.875,The presentation was poor and hard to follow.,-0.5423,Negative
640,10,9,4,10,2,4,3,1,Python Bootcamp,Cultural,CIVIL,5.375,I loved how doubts were cleared instantly.,0.4767,Positive
997,9,8,8,6,8,3,3,10,Cultural Fest,Cultural,EEE,6.875,Assignments were too difficult for our level.,-0.3612,Negative
242,7,9,5,4,5,9,1,4,Webinar on Careers,Cultural,ECE,5.5,Excellent structure and support by the instructor.,0.7506,Positive
344,7,6,8,9,8,3,8,5,Cultural Fest,Cultural,MECH,6.75,The session was amazing and very informative.,0.5859,Positive
699,9,5,4,8,4,2,2,8,Tech Talk,Cultural,EEE,5.25,The presentation was poor and hard to follow.,-0.5423,Negative
77,9,4,5,9,2,1,5,10,Python Bootcamp,Seminar,ECE,5.625,I loved how doubts were cleared instantly.,0.4767,Positive
821,8,9,5,5,8,9,4,9,Webinar on Careers,Seminar,CIVIL,7.125,Assignments were too difficult for our level.,-0.3612,Negative
903,9,8,8,8,4,8,4,1,Tech Talk,Cultural,MECH,6.25,Excellent structure and support by the instructor.,0.7506,Positive
540,9,10,7,3,2,4,4,5,Webinar on Careers,Workshop,EEE,5.5,The session was amazing and very informative.,0.5859,Positive
596,5,8,7,7,1,2,10,3,Tech Talk,Cultural,EEE,5.375,The presentation was poor and hard to follow.,-0.5423,Negative
169,8,2,6,3,3,6,9,3,AI Workshop,Cultural,EEE,5.0,I loved how doubts were cleared instantly.,0.4767,Positive
526,9,5,5,5,2,6,4,9,AI Workshop,Seminar,CIVIL,5.625,Assignments were too difficult for our level.,-0.3612,Negative
361,7,2,6,4,5,7,8,3,Cultural Fest,Seminar,MECH,5.25,Excellent structure and support by the instructor.,0.7506,Positive
917,8,6,5,3,7,5,4,8,AI Workshop,Workshop,EEE,5.75,The session was amazing and very informative.,0.5859,Positive
342,5,9,8,1,9,8,7,10,AI Workshop,Cultural,CSE,7.125,The presentation was poor and hard to follow.,-0.5423,Negative
599,5,2,4,8,4,8,9,5,Tech Talk,Workshop,CIVIL,5.625,I loved how doubts were cleared instantly.,0.4767,Positive
875,5,4,7,3,5,6,4,5,Cultural Fest,Cultural,ECE,4.875,Assignments were too difficult for our level.,-0.3612,Negative
745,5,9,5,10,8,2,9,1,Webinar on Careers,Workshop,ECE,6.125,Excellent structure and support by the instructor.,0.7506,Positive
131,9,4,8,2,7,5,2,10,Webinar on Careers,Cultural,CSE,5.875,The session was amazing and very informative.,0.5859,Positive
143,6,6,7,8,10,3,3,9,Python Bootcamp,Workshop,MECH,6.5,The presentation was poor and hard to follow.,-0.5423,Negative
666,10,5,6,8,1,2,7,7,Cultural Fest,Workshop,CIVIL,5.75,I loved how doubts were cleared instantly.,0.4767,Positive
104,8,5,4,2,7,9,4,4,Tech Talk,Seminar,ECE,5.375,Assignments were too difficult for our level.,-0.3612,Negative
964,8,5,5,3,10,5,5,3,Tech Talk,Workshop,ECE,5.5,Excellent structure and support by the instructor.,0.7506,Positive
208,8,7,5,7,2,3,2,8,Webinar on Careers,Cultural,CIVIL,5.25,The session was amazing and very informative.,0.5859,Positive
774,7,10,5,4,6,10,9,6,Cultural Fest,Workshop,MECH,7.125,The presentation was poor and hard to follow.,-0.5423,Negative
346,10,7,4,9,3,2,10,8,AI Workshop,Cultural,EEE,6.625,I loved how doubts were cleared instantly.,0.4767,Positive
97,7,8,7,9,6,3,10,7,Webinar on Careers,Workshop,CSE,7.125,Assignments were too difficult for our level.,-0.3612,Negative
306,9,10,4,1,3,3,2,5,Cultural Fest,Workshop,MECH,4.625,Excellent structure and support by the instructor.,0.7506,Positive
18,9,6,6,1,5,8,4,10,Tech Talk,Seminar,MECH,6.125,The session was amazing and very informative.,0.5859,Positive
284,5,7,6,3,10,3,8,6,Python Bootcamp,Workshop,CSE,6.0,The presentation was poor and hard to follow.,-0.5423,Negative
173,5,7,5,10,10,10,3,10,Cultural Fest,Seminar,MECH,7.5,I loved how doubts were cleared instantly.,0.4767,Positive
558,7,9,5,5,9,7,3,5,Tech Talk,Cultural,EEE,6.25,Assignments were too difficult for our level.,-0.3612,Negative
51,7,2,6,2,8,2,10,2,Python Bootcamp,Seminar,MECH,4.875,Excellent structure and support by the instructor.,0.7506,Positive
357,5,8,7,5,4,1,8,8,Tech Talk,Cultural,EEE,5.75,The session was amazing and very informative.,0.5859,Positive
692,8,8,6,9,5,8,7,10,Python Bootcamp,Seminar,MECH,7.625,The presentation was poor and hard to follow.,-0.5423,Negative
26,8,2,6,10,9,9,4,5,AI Workshop,Seminar,MECH,6.625,I loved how doubts were cleared instantly.,0.4767,Positive
386,9,5,5,4,6,5,7,7,Tech Talk,Workshop,EEE,6.0,Assignments were too difficult for our level.,-0.3612,Negative
287,5,9,5,5,10,8,4,10,AI Workshop,Seminar,CIVIL,7.0,Excellent structure and support by the instructor.,0.7506,Positive
974,8,10,4,2,4,9,8,7,AI Workshop,Seminar,ECE,6.5,The session was amazing and very informative.,0.5859,Positive
683,6,9,4,8,5,5,1,10,Cultural Fest,Workshop,ECE,6.0,The presentation was poor and hard to follow.,-0.5423,Negative
374,6,9,4,6,2,6,7,8,Webinar on Careers,Cultural,CIVIL,6.0,I loved how doubts were cleared instantly.,0.4767,Positive
278,10,8,7,8,6,7,8,1,Cultural Fest,Cultural,MECH,6.875,Assignments were too difficult for our level.,-0.3612,Negative
367,10,4,8,3,3,9,5,7,Tech Talk,Cultural,CSE,6.125,Excellent structure and support by the instructor.,0.7506,Positive
800,7,4,5,2,1,6,3,9,AI Workshop,Seminar,EEE,4.625,The session was amazing and very informative.,0.5859,Positive
11,9,5,6,8,5,6,7,7,AI Workshop,Seminar,EEE,6.625,The presentation was poor and hard to follow.,-0.5423,Negative
310,5,8,5,9,4,4,9,10,AI Workshop,Workshop,MECH,6.75,I loved how doubts were cleared instantly.,0.4767,Positive
910,5,8,7,10,8,2,4,8,Cultural Fest,Workshop,CIVIL,6.5,Assignments were too difficult for our level.,-0.3612,Negative
440,5,7,8,9,7,1,8,10,Webinar on Careers,Cultural,ECE,6.875,Excellent structure and support by the instructor.,0.7506,Positive
441,7,8,5,3,1,8,6,8,AI Workshop,Seminar,CIVIL,5.75,The session was amazing and very informative.,0.5859,Positive
146,8,7,5,6,9,2,9,10,Tech Talk,Cultural,EEE,7.0,The presentation was poor and hard to follow.,-0.5423,Negative
614,8,2,6,7,8,6,6,5,AI Workshop,Workshop,ECE,6.0,I loved how doubts were cleared instantly.,0.4767,Positive
262,10,5,4,9,6,9,9,3,Python Bootcamp,Seminar,MECH,6.875,Assignments were too difficult for our level.,-0.3612,Negative
34,9,7,8,9,8,2,8,9,Python Bootcamp,Workshop,ECE,7.5,Excellent structure and support by the instructor.,0.7506,Positive
407,9,8,8,6,2,9,6,4,Tech Talk,Cultural,CSE,6.5,The session was amazing and very informative.,0.5859,Positive
564,5,10,5,6,8,5,3,1,Tech Talk,Cultural,CIVIL,5.375,The presentation was poor and hard to follow.,-0.5423,Negative
538,8,7,4,6,10,5,2,9,Cultural Fest,Seminar,CIVIL,6.375,I loved how doubts were cleared instantly.,0.4767,Positive
748,5,8,6,1,10,2,4,9,Webinar on Careers,Cultural,EEE,5.625,Assignments were too difficult for our level.,-0.3612,Negative
675,8,7,8,9,8,6,2,8,Webinar on Careers,Seminar,MECH,7.0,Excellent structure and support by the instructor.,0.7506,Positive
224,10,7,7,6,2,1,7,9,Cultural Fest,Workshop,ECE,6.125,The session was amazing and very informative.,0.5859,Positive
10,8,3,7,4,3,6,4,1,AI Workshop,Workshop,CSE,4.5,The presentation was poor and hard to follow.,-0.5423,Negative
708,5,3,5,4,5,9,6,4,Python Bootcamp,Cultural,EEE,5.125,I loved how doubts were cleared instantly.,0.4767,Positive
636,7,3,6,9,5,4,6,3,AI Workshop,Seminar,CSE,5.375,Assignments were too difficult for our level.,-0.3612,Negative
218,7,8,4,4,1,4,6,4,Cultural Fest,Seminar,ECE,4.75,Excellent structure and support by the instructor.,0.7506,Positive
193,5,9,4,6,5,7,1,9,AI Workshop,Workshop,CIVIL,5.75,The session was amazing and very informative.,0.5859,Positive
106,6,6,5,8,3,1,9,7,Cultural Fest,Seminar,CSE,5.625,The presentation was poor and hard to follow.,-0.5423,Negative
834,8,2,7,4,1,8,9,2,AI Workshop,Cultural,ECE,5.125,I loved how doubts were cleared instantly.,0.4767,Positive
597,5,4,8,4,8,7,3,4,AI Workshop,Workshop,MECH,5.375,Assignments were too difficult for our level.,-0.3612,Negative
45,8,5,6,1,5,9,2,9,Webinar on Careers,Workshop,CSE,5.625,Excellent structure and support by the instructor.,0.7506,Positive
264,5,2,4,4,7,6,4,1,Tech Talk,Workshop,MECH,4.125,The session was amazing and very informative.,0.5859,Positive
219,10,4,5,7,9,10,8,3,Tech Talk,Cultural,CIVIL,7.0,The presentation was poor and hard to follow.,-0.5423,Negative
249,10,2,5,6,8,1,8,9,Webinar on Careers,Workshop,EEE,6.125,I loved how doubts were cleared instantly.,0.4767,Positive
507,9,2,6,2,7,9,7,9,Tech Talk,Cultural,CSE,6.375,Assignments were too difficult for our level.,-0.3612,Negative
383,10,10,8,10,4,9,3,10,Cultural Fest,Cultural,MECH,8.0,Excellent structure and support by the instructor.,0.7506,Positive
631,10,8,5,3,9,9,8,3,Tech Talk,Workshop,EEE,6.875,The session was amazing and very informative.,0.5859,Positive
502,6,3,5,1,8,4,7,8,Tech Talk,Seminar,ECE,5.25,The presentation was poor and hard to follow.,-0.5423,Negative
792,10,2,6,7,7,5,6,9,Tech Talk,Seminar,CIVIL,6.5,I loved how doubts were cleared instantly.,0.4767,Positive
271,8,10,6,5,7,10,10,2,Cultural Fest,Seminar,CIVIL,7.25,Assignments were too difficult for our level.,-0.3612,Negative
194,6,3,5,4,1,10,8,3,Cultural Fest,Cultural,CSE,5.0,Excellent structure and support by the instructor.,0.7506,Positive
937,8,8,4,10,1,5,9,3,AI Workshop,Workshop,EEE,6.0,The session was amazing and very informative.,0.5859,Positive
726,6,4,4,7,7,3,6,4,Tech Talk,Workshop,ECE,5.125,The presentation was poor and hard to follow.,-0.5423,Negative
